ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
Jenjo-1_all-1,,Jenjo,1_all,hɛ̃́,hɛ̃́,h ɛ̃́,,Othaniel2017,,,^ h ɛ̃́ $,default
MungaDosso-1_all-1,,MungaDosso,1_all,k͡pɑ̀m,k͡pɑ̀m,kp ɑ̀/ɑ m,,Othaniel2017,,,^ k͡p ɑ̀ m $,default
Tha-1_all-1,,Tha,1_all,ɓíθí,ɓíθí,ɓ í/i θ í/i,,Othaniel2017,,,^ ɓ í θ í $,default
Kyak-1_all-1,,Kyak,1_all,dɛ̄,dɛ̄,d ɛ̄/ɛ,,Othaniel2017,,,^ d ɛ̄ $,default
Moo-1_all-1,,Moo,1_all,sē,sē,s ē/e,,Othaniel2017,,,^ s ē $,default
Lelau-1_all-1,,Lelau,1_all,ǹ̩dəì,ǹ̩dəì,ǹ̩/n̩ d ə ì/i,,Othaniel2017,,,^ ǹ̩ d ə ì $,default
Mak-1_all-1,,Mak,1_all,píp,píp,p í/i p,,Othaniel2017,,,^ p í p $,default
Maghdi-1_all-1,,Maghdi,1_all,píp,píp,p í/i p,,Othaniel2017,,,^ p í p $,default
Loo-1_all-1,,Loo,1_all,k͡pə́ŋ,k͡pə́ŋ,kp ə́/ə ŋ,,Othaniel2017,,,^ k͡p ə́ ŋ $,default
Burak-1_all-1,,Burak,1_all,fɛ̄k,fɛ̄k,f ɛ̄/ɛ k,,Othaniel2017,,,^ f ɛ̄ k $,default
Jenjo-2_animal-1,,Jenjo,2_animal,j̥ə̃́,j̥ə̃́,j̊ ə̃́,,Othaniel2017,,,^ j̥ ə̃́ $,default
MungaDosso-2_animal-1,,MungaDosso,2_animal,j̥ə̃̀m,j̥ə̃̀m,j̊ ə̃̀ m,,Othaniel2017,,,^ j̥ ə̃̀ m $,default
Tha-2_animal-1,,Tha,2_animal,nɨ̀ŋθɑ̀,nɨ̀ŋθɑ̀,n ɨ̀/ɨ ŋ θ ɑ̀/ɑ,,Othaniel2017,,,^ n ɨ̀ ŋ θ ɑ̀ $,default
Kyak-2_animal-1,,Kyak,2_animal,nɨ̀ŋbjə̀ŋ,nɨ̀ŋbjə̀ŋ,n ɨ̀/ɨ ŋ b j ə̀/ə ŋ,,Othaniel2017,,,^ n ɨ̀ ŋ b j ə̀ ŋ $,default
Moo-2_animal-1,,Moo,2_animal,nɨ̀ŋbjə̀ŋ,nɨ̀ŋbjə̀ŋ,n ɨ̀/ɨ ŋ b j ə̀/ə ŋ,,Othaniel2017,,,^ n ɨ̀ ŋ b j ə̀ ŋ $,default
Lelau-2_animal-1,,Lelau,2_animal,nùŋbjə̀ŋ,nùŋbjə̀ŋ,n ù/u ŋ b j ə̀/ə ŋ,,Othaniel2017,,,^ n ù ŋ b j ə̀ ŋ $,default
Mak-2_animal-1,,Mak,2_animal,nùŋbɑ̂,nùŋbɑ̂,n ù/u ŋ b ɑ̂/a,,Othaniel2017,,,^ n ù ŋ b ɑ̂ $,default
Maghdi-2_animal-1,,Maghdi,2_animal,nūŋbɑ̌,nūŋbɑ̌,n ū ŋ b ɑ̌/a,,Othaniel2017,,,^ n ū ŋ b ɑ̌ $,default
Loo-2_animal-1,,Loo,2_animal,núŋɓə̀l,núŋɓə̀l,n ú/u ŋ ɓ ə̀/ə l,,Othaniel2017,,,^ n ú ŋ ɓ ə̀ l $,default
Burak-2_animal-1,,Burak,2_animal,nūŋdɑ̀gə̄ŋ,nūŋdɑ̀gə̄ŋ,n ū ŋ d ɑ̀/ɑ g ə̄/ə ŋ,,Othaniel2017,,,^ n ū ŋ d ɑ̀ g ə̄ ŋ $,default
Jenjo-3_answerv-1,,Jenjo,3_answerv,kwə̤̀̀,kwə̤̀̀,kʷ ə̤̀,,Othaniel2017,,,^ kw ə̤̀̀ $,default
MungaDosso-3_answerv-1,,MungaDosso,3_answerv,gwə̀ŋ,gwə̀ŋ,gʷ ə̀/ə ŋ,,Othaniel2017,,,^ gw ə̀ ŋ $,default
Tha-3_answerv-1,,Tha,3_answerv,gwə̀,gwə̀,gʷ ə̀/ə,,Othaniel2017,,,^ gw ə̀ $,default
Kyak-3_answerv-1,,Kyak,3_answerv,gwə̀b,gwə̀b,gʷ ə̀/ə b,,Othaniel2017,,,^ gw ə̀ b $,default
Moo-3_answerv-1,,Moo,3_answerv,gwə̀b,gwə̀b,gʷ ə̀/ə b,,Othaniel2017,,,^ gw ə̀ b $,default
Lelau-3_answerv-1,,Lelau,3_answerv,gwə̀b,gwə̀b,gʷ ə̀/ə b,,Othaniel2017,,,^ gw ə̀ b $,default
Mak-3_answerv-1,,Mak,3_answerv,gə̀b,gə̀b,g ə̀/ə b,,Othaniel2017,,,^ g ə̀ b $,default
Maghdi-3_answerv-1,,Maghdi,3_answerv,gɑ̀b (ɲwā),gɑ̀b_,g ɑ̀/ɑ b,,Othaniel2017,,,^gɑ̀b_ $,default
Loo-3_answerv-1,,Loo,3_answerv,gə̀b (dɛ̄),gə̀b_,g ə̀/ə b,,Othaniel2017,,,^ g ə̀ b _$,default
Burak-3_answerv-1,,Burak,3_answerv,gɑ̀b,gɑ̀b,g ɑ̀/ɑ b,,Othaniel2017,,,^ g ɑ̀ b $,default
Jenjo-4_arm-1,,Jenjo,4_arm,kә́nɑ́,kә́nɑ́,k ә́/ə n ɑ́,,Othaniel2017,,,^ k ә́ n ɑ́ $,default
MungaDosso-4_arm-1,,MungaDosso,4_arm,nɑ̀,nɑ̀,n ɑ̀/ɑ,,Othaniel2017,,,^ n ɑ̀ $,default
Tha-4_arm-1,,Tha,4_arm,kə̀nɑ̀,kə̀nɑ̀,k ə̀/ə n ɑ̀/ɑ,,Othaniel2017,,,^ k ə̀ n ɑ̀ $,default
Kyak-4_arm-1,,Kyak,4_arm,nɑ́,nɑ́,n ɑ́,,Othaniel2017,,,^ n ɑ́ $,default
Moo-4_arm-1,,Moo,4_arm,nɑ̌,nɑ̌,n ɑ̌/a,,Othaniel2017,,,^ n ɑ̌ $,default
